drug_Smiles,drug_ATC,drug_Name
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3, N02AB03,Fentanyl
CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,D11AX10,Finasteride
CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C, G04CB01,Finasteride
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,D01AC15,Fluconazole
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O, J02AC01,Fluconazole
C1=NC(=O)NC(=C1F)N,D01AE21,Flucytosine
C1=NC(=O)NC(=C1F)N, J02AX01,Flucytosine
CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C.CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C.O,R01AD04,Flunisolide
CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C.CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C.O, R03BA03,Flunisolide
CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,C05AA11,Fluocinonide
CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C, D07AC08,Fluocinonide
CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F,G03BA01,Fluoxymesterone
CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,D07AC07,Flurandrenolide
CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,N05CD01,Flurazepam
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,M01AE09,Flurbiprofen
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O, M02AA19,Flurbiprofen
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O, R02AX01,Flurbiprofen
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O, S01BC04,Flurbiprofen
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,C03CA01,Furosemide
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,C10AB04,Gemfibrozil
CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,A10BB07,Glipizide
COC1=CC=CC=C1OCC(CO)O,R05CA03,Guaifenesin
C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F,N05BA13,Halazepam
C1=C(C(=CC(=C1Cl)Cl)Cl)OCC#CI,D01AE11,Haloprogin
C(=O)(N)NO,L01XX05,Hydroxyurea
C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O,D06BB01,Idoxuridine
C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O, J05AB02,Idoxuridine
C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O, S01AD01,Idoxuridine
C1CN(P(=O)(OC1)NCCCl)CCCl,L01AA06,Ifosfamide
CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,C03BA11,Indapamide
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,C08CA03,Isradipine
CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,J02AC02,Itraconazole
C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,A06AD11,Lactulose
C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,N03AX09,Lamotrigine
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,A02BC03,Lansoprazole
CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O,S01EE01,Latanoprost
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],C09CA01,Losartan potassium
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,C01BB01,Lidocaine
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C, C05AD01,Lidocaine
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C, D04AB01,Lidocaine
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C, N01BB02,Lidocaine
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C, R02AD02,Lidocaine
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C, S01HA07,Lidocaine
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C, S02DA01,Lidocaine
C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O.O.O,C09AA03,Lisinopril
C1CCC(CC1)NC(=O)N(CCCl)N=O,L01AD02,Lomustine
C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,N05BA06,Lorazepam
C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N,H01BA03,Lypressin
C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,A08AA05,Mazindol
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,P02CA01,Mebendazole
C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,L01AA03,Melphalan
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,N05CD07,Temazepam
C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,D01AC06,Thiabendazole
C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3, P02CA02,Thiabendazole
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,N05AC02,Thioridazine
CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,N05AF04,Thiothixene
CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,N03AB04,Mephenytoin
CCCC(C)(COC(=O)N)COC(=O)N,N05BC01,Meprobamate
CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O.CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O.O,C07AA06,Timolol
CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O.CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O.O, S01ED01,Timolol
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,A10BB05,Tolazamide
CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,D01AE18,Tolnaftate
CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,C03CA04,Torsemide
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,C09AA10,Trandolapril
C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,C03DB02,Triamterene
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,N05CD05,Triazolam
C(C(Cl)(Cl)Cl)OP(=O)(O)[O-].[Na+],N05CM07,Triclofos sodium
CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C,A14AA03,Metandienone
CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C, D11AE01,Metandienone
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,N05AA05,Triflupromazine
C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,S01AD02,Trifluridine
CC1(C(=O)N(C(=O)O1)C)C,N03AC02,Trimethadione
C1N2CN3CN1CN(C2)C3,J01XX05,Methenamine
CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,N06AA06,Trimipramine
CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,A10BG01,Troglitazone
CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,S01FA06,Tropicamide
CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N.Cl,J05AB11,Valacyclovir hydrochloride
CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,C09CA03,Valsartan
CN1C=CNC1=S,H03BB02,Methimazole
COC1=CC=CC=C1OCC(COC(=O)N)O,M03BA03,Methocarbamol
CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,N05AA02,Methotrimeprazine
CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,N03AD03,Methsuximide
CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,V04CD01,Metyrapone
CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,R03DC01,Zafirlukast
C1CC(OC1CO)N2C=CC(=NC2=O)N,J05AF03,Zalcitabine
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],J05AF01,Zidovudine
CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,N02CC03,Zolmitriptan
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,A01AB09,Miconazole
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl, A07AC01,Miconazole
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl, D01AC02,Miconazole
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl, G01AF04,Miconazole
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl, J02AB01,Miconazole
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl, S02AA13,Miconazole
CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,C01CE02,Milrinone
C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,C02DC01,Minoxidil
C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O, D11AX01,Minoxidil
CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,A02BB01,Misoprostol
CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O, G02AD06,Misoprostol
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,L01XX23,Mitotane
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,C09AA05,Ramipril
C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,J05AP01,Ribavirin
CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,M01AX01,Nabumetone
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,N05AX08,Risperidone
CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,J05AE03,Ritonavir
C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,N02BA06,Salsalate
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,J05AE01,Saquinavir
CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,C03BA08,Metolazone
CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,C07AA12,Nadolol
C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+],D06BA01,"Sulfadiazine, silver"
C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+], J01EC02,"Sulfadiazine, silver"
CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,J05AG01,Nevirapine
C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,P02DA01,Niclosamide
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,C08CA06,Nimodipine
C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],J01XE01,Nitrofurantoin
CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,A02BA04,Nizatidine
CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O,H01CB02,Octreotide
CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,C03DA01,Spironolactone
CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C,A14AA02,Stanozolol
CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,J05AF04,Stavudine
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,J01EC01,Sulfamethoxazole
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,A07EC01,Sulfasalazine
C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,M04AB02,Sulfinpyrazone
CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,J01EB05,Sulfisoxazole
CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N, S01AB02,Sulfisoxazole
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,N02CC01,Sumatriptan
CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,M01AE07,Suprofen
CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,N05AH03,Olanzapine
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,A02BC01,Omeprazole
CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,A04AA01,Ondansetron
C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,N05CD10,Quazepam
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=CC(=O)O)C(=O)O,N05AH04,Quetiapine fumarate
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl,C09AA06,Quinapril hydrochloride
CC(C)NCC1CCC2=CC(=C(C=C2N1)[N+](=O)[O-])CO,P02BA02,Oxamniquine
CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl,C03BA02,Quinethazone
CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C,A14AA08,Oxandrolone
C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,M01AE12,Oxaprozin
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,N05BA04,Oxazepam
CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,G04BD04,Oxybutynin
CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+],J01CA12,Piperacillin sodium
C1CN(CCN1C(=O)CCBr)C(=O)CCBr,L01AX02,Pipobroman
CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,L01DC02,Plicamycin
C[N+]1=CC=CC=C1C=NO.[Cl-],V03AB04,Pralidoxime chloride
C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,N05BA11,Prazepam
C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,P02BA01,Praziquantel
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,A01AC04,Prednisolone
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O, A07EA01,Prednisolone
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O, C05AA04,Prednisolone
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O, D07AA03,Prednisolone
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O, D07XA02,Prednisolone
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O, H02AB06,Prednisolone
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O, R01AD02,Prednisolone
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O, S01BA04,Prednisolone
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O, S01CB02,Prednisolone
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O, S02BA03,Prednisolone
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O, S03BA02,Prednisolone
CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C.O,A07EA03,Prednisone
CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C.O, H02AB07,Prednisone
CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,N03AA03,Primidone
CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,M04AB01,Probenecid
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,C10AX02,Probucol
CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl,C01BA02,Procainamide hydrochloride
CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl,L01XB01,Procarbazine hydrochloride
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,N05AB04,Prochlorperazine maleate
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,D04AA10,Promethazine hydrochloride
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl, R06AD02,Promethazine hydrochloride
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-],A03AB05,Propantheline bromide
CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.Cl,N02AC04,Propoxyphene hydrochloride
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,C07AA05,Propranolol hydrochloride
CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,N06AA11,Protriptyline hydrochloride
CN1CCCN=C1C=CC2=CC=CS2.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,P02CC01,Pyrantel pamoate
C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],N07AA02,Pyridostigmine bromide
CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,P01BD01,Pyrimethamine
CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)[O-])[O-])C(=O)O,P02CX01,Pyrvinium pamoate
CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,A14AA05,Oxymetholone
CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-],M03AC01,Pancuronium bromide
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,N05AB04,Prochlorperazine
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,D04AA10,Promethazine
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C, R06AD02,Promethazine
CCC1(C(=O)N(C(=O)O1)C)C,N03AC01,Paramethadione
CC(C)(C(C(=O)O)N)S,M01CC01,Penicillamine
CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C.[K+],J01CE02,Penicillin V potassium
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,N05CA01,Pentobarbital
CCCC(C)C1(C(=O)NC(=NC1=O)[O-])CC.[Na+],N05CA01,Pentobarbital sodium
CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,C04AD03,Pentoxifylline
CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC.CS(=O)(=O)O,N04BC02,Pergolide mesylate
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,N05AB03,Perphenazine
C1=CC=C(C=C1)CC(=O)NC(=O)N,N03AX07,Phenacemide
C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,N06AF03,Phenelzine sulfate
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,N03AA02,Phenobarbital
CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,C04AX02,Phenoxybenzamine hydrochloride
CN1C(=O)CC(C1=O)C2=CC=CC=C2,N03AD02,Phensuximide
CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.CS(=O)(=O)O,C04AB01,Phentolamine mesylate
CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.CS(=O)(=O)O, V03AB36,Phentolamine mesylate
CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,M01AA01,Phenylbutazone
CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3, M02AA01,Phenylbutazone
CNCC(C1=CC(=CC=C1)O)O.Cl,C01CA06,Phenylephrine hydrochloride
CNCC(C1=CC(=CC=C1)O)O.Cl, C05AX06,Phenylephrine hydrochloride
CNCC(C1=CC(=CC=C1)O)O.Cl, R01AA04,Phenylephrine hydrochloride
CNCC(C1=CC(=CC=C1)O)O.Cl, R01AB01,Phenylephrine hydrochloride
CNCC(C1=CC(=CC=C1)O)O.Cl, R01BA03,Phenylephrine hydrochloride
CNCC(C1=CC(=CC=C1)O)O.Cl, S01FB01,Phenylephrine hydrochloride
CNCC(C1=CC(=CC=C1)O)O.Cl, S01GA05,Phenylephrine hydrochloride
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,N03AB02,Phenytoin
CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,C07AA03,Pindolol
CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,N05CM18,Dexmedetomidine
C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],C01DA02,Nitroglycerin
C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-], C05AE01,Nitroglycerin
CC(C)CCON=O,V03AB22,Amyl nitrite
C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,S01EC02,Dichlorphenamide
C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,C03AA04,Chlorothiazide
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,R06AX12,Terfenadine
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,C09CA06,Candesartan
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,C09CA04,Irbesartan
C[N+](C)(C)CCOC(=O)N.[Cl-],N07AB01,Carbachol
C[N+](C)(C)CCOC(=O)N.[Cl-], S01EB02,Carbachol
CCC1C(COC1=O)CC2=CN=CN2C,N07AX01,Pilocarpine
CCC1C(COC1=O)CC2=CN=CN2C, S01EB01,Pilocarpine
C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+],A07EB01,Cromolyn sodium
C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+], D11AH03,Cromolyn sodium
C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+], R01AC01,Cromolyn sodium
C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+], R03BC01,Cromolyn sodium
C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+], S01GX01,Cromolyn sodium
CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)[O-])C(=O)C=C(N2CC)C(=O)[O-].[Na+].[Na+],R01AC07,Nedocromil sodium
CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)[O-])C(=O)C=C(N2CC)C(=O)[O-].[Na+].[Na+], R03BC03,Nedocromil sodium
CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)[O-])C(=O)C=C(N2CC)C(=O)[O-].[Na+].[Na+], S01GX04,Nedocromil sodium
CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+],R03DC03,Montelukast sodium
