DRUG_NAME,smiles,ADRECS_ID,Match,smiles_index
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.01.01.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,24.08.02.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,11.05.03.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,07.01.07.003,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,08.02.01.006,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,11.01.14.004,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,15.03.04.010,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,17.14.01.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.08.02.004,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,02.01.02.004,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,17.02.06.023,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,10.01.03.010,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.08.02.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,17.14.02.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.05.04.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,19.08.04.003,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,15.03.04.005,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,19.06.02.003,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,15.05.03.004,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,07.01.07.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,15.03.04.009,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,19.15.01.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,19.06.02.005,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,15.01.02.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,15.02.01.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,07.01.05.005,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.08.01.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,23.02.02.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,21.02.02.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,23.03.13.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,07.01.02.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,07.01.05.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,19.08.03.002,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,15.03.04.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,23.03.12.001,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,05.05.01.005,1.0,-474
estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,11.03.03.005,1.0,-474
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,23.03.03.001,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,23.03.04.002,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,11.03.05.001,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,23.03.06.001,1.0,-475
hydrocortisone,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,23.03.03.005,1.0,-475
