drug_Smiles,drug_ATC,drug_Name
CC[C@H]1CN2CCC3=CC(OC)=C(OC)C=C3[C@@H]2C[C@@H]1C[C@H]1NCCC2=CC(OC)=C(OC)C=C12,P01AX02,Emetine
C\C=C(\C(=C\C)\C1=CC=C(O)C=C1)/C1=CC=C(O)C=C1,G03CB01,Dienestrol
NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,J05AR16,Lamivudine
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FA09,Estradiol
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,J01CR50,Ampicillin
CC1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,J01RA09,Ofloxacin
CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,N05AB06,Trifluoperazine
COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,C05CA53,Diosmin
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,C08DA01,Verapamil
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03CA53,Estradiol
C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@H]3O[C@@H]3\C=C\C(=O)O[C@H](C)C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,S01AA10,Natamycin
CC(C)NCC(O)COC1=C(CC=C)C=CC=C1,C07AA01,Alprenolol
COC1=CC2=C3C=C1OC1=CC(C[C@@H]4C5=C(OC6=CC=C(C[C@@H]3N(C)CC2)C=C6)C(O)=C(OC)C=C5CC[N+]4(C)C)=CC=C1O,M03AA02,Tubocurarine
NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,J05AB06,Ganciclovir
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,D09AA06,Triclosan
CC(=O)N[C@@H](CS)C(O)=O,V03AB23,Acetylcysteine
CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,R01BA52,Pseudoephedrine
NCC(=O)CCC(O)=O,L01XD04,Aminolevulinic acid
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,L01XX14,Tretinoin
C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,A10BF01,Acarbose
CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O,A11HA06,Pyridoxal phosphate
CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,A10BD04,Glimepiride
C[C@H]1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,S01AE05,Levofloxacin
NC(=N)NC(=N)N1CCOCC1,J05AX01,Moroxydine
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,C01AA07,Deslanoside
CN(C)C(=N)NC(N)=N,A10BD18,Metformin
COC1=CC=C2C=C(C=CC2=C1)[C@H](C)C(O)=O,M02AA12,Naproxen
OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,S01AE03,Ciprofloxacin
CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,R03CC03,Terbutaline
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,J01RA08,Tetracycline
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,H02AB04,Methylprednisolone
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,C05AA12,Triamcinolone
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FA13,Estradiol
CCOC1=CC=C2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5OC1=C2[C@]45CCN3C,S01XA06,Ethylmorphine
NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CNC2=N1,B03AE02,Folic acid
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C,A02BX09,Acetoxolone
C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,A07AA02,Nystatin
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,A07AA08,Kanamycin
NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,C09XA52,Hydrochlorothiazide
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FB05,Estradiol
CC1=NC=C(N1CCO)[N+]([O-])=O,A02BD13,Metronidazole
COC1=C2OC=CC2=CC2=C1OC(=O)C=C2,D05AD02,Methoxsalen
NC1=CC=C(C=C1)C(=O)NCC(O)=O,V04CH30,Aminohippuric acid
OC1=NC=NC2=C1C=NN2,M04AA01,Allopurinol
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,H03AA01,Levothyroxine
CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35,A07DA52,Morphine
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,D10AF03,Chloramphenicol
N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,N06AX02,Tryptophan
CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35,N02AG01,Morphine
CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,N01BA02,Procaine
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,A03CB03,Atropine
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,M01AX05,Glucosamine
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1,P03AC04,Permethrin
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1OC(=O)C1=CC=CC=C1)N2C,S02DA02,Cocaine
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FA10,Estradiol
OC(C(O)=O)C1=CC=CC=C1,B05CA06,Mandelic acid
CC1=CC(=O)OC2=C1C=CC(O)=C2,A05AX02,Hymecromone
CN(C)C(=N)NC(N)=N,A10BD08,Metformin
NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,V03AF06,Leucovorin
CN1C2=C(N=CN2)C(=O)N(C)C1=O,R03DA54,Theophylline
OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1NC=NC[C@H]2O,L01XX08,Pentostatin
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,V03AB32,Glutathione
C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,G01AA03,Amphotericin B
OC1=CC=CC2=C1N=CC=C2,A01AB07,Oxyquinoline
CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,R03CC53,Terbutaline
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,A10BB03,Tolbutamide
COC1=CC=C2C=C(C=CC2=C1)[C@H](C)C(O)=O,G02CC02,Naproxen
OC(=O)CCCCCCCCC=C,D01AE04,Undecylenic acid
CC1=NC=C(N1CCO)[N+]([O-])=O,G01AF20,Metronidazole
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,D10AA02,Methylprednisolone
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=CC=CC=C45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1,C02LA03,Deserpidine
CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,L01XE04,Sunitinib
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03EA03,Estradiol
N[C@@H]1CONC1=O,J04AB01,Cycloserine
COC1=C2C=COC2=CC2=C1C=CC(=O)O2,D05BA03,Bergapten
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,C01EB16,Ibuprofen
CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@@H]1C)OC,L04AD02,Tacrolimus
COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,L01XE02,Gefitinib
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,C07FB13,Metoprolol
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G02BB01,Estradiol
NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,C09DX07,Hydrochlorothiazide
OC(=O)C1=CC=CC=C1,A16AX11,Benzoic acid
OC1=CC=C(O)C=C1,D11AX11,Hydroquinone
CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,G01AF20,Ketoconazole
CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O,D03AX10,Enoxolone
COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,A03AD01,Papaverine
NNC(=O)C1=CC=NC=C1,J04AM02,Isoniazid
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,N05CA06,Secobarbital
O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,G04BD08,Solifenacin
FC1=CNC(=O)NC1=O,L01BC52,Fluorouracil
CCC1(C)CC(=O)NC1=O,N03AD51,Ethosuximide
COC1=CC=C2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3OC1=C24,N06DA04,Galantamine
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,M02AA13,Ibuprofen
CNC[C@H](O)C1=CC(O)=CC=C1,S01GA55,Phenylephrine
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,C10BX04,Simvastatin
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O,G01AX02,Inosine
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,D10BA01,Isotretinoin
CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,H01BB02,Oxytocin
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,J01AA20,Tetracycline
CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,N06BX12,Acetylcarnitine
C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,A07AA07,Amphotericin B
CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,J01FF02,Lincomycin
CN1C=NC2=C1C(=O)NC(=O)N2C,R03DA57,Theobromine
CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,C10AA05,Atorvastatin
NCCC1=CN=CN1,V04CG03,Histamine
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,H02BX01,Methylprednisolone
CN(C)C(=N)NC(N)=N,A10BD10,Metformin
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,B05CX02,Sorbitol
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FA07,Estradiol
CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O,J01FA07,Josamycin
NCCCC[C@H](N)C(O)=O,V03AF11,Lysine
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C(Cl)=CC=C1O)[C@@]3(C)O,J01AA03,Chlortetracycline
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O,C01AC01,Ouabain
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,H03AA02,Liothyronine
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,S02CA04,Triamcinolone
NC[C@H](O)C1=CC(O)=C(O)C=C1,C01CA03,Norepinephrine
NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,C09DX01,Hydrochlorothiazide
CCCC[C@@H](O)\C=C(/C)\C=C\C=C\C(=O)N1CCCC1=O,D01AA04,Pecilocin
C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@H]2[C@H](O)C[C@H]2\C([C@H](C[C@]12C)OC(C)=O)=C(/CCC=C(C)C)C(O)=O,D06AX01,Fusidic acid
NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,C03AB03,Hydrochlorothiazide
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FA02,Estradiol
OC1=CC=CC2=C1N=CC=C2,R02AA14,Oxyquinoline
COC1=CC=C2C[C@H]3N(C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,N02AA55,Oxycodone
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,A05AA03,Cholic Acid
CCC1(C)CC(=O)NC1=O,N03AD01,Ethosuximide
NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,J05AR01,Lamivudine
CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C(O)C4=C3C2=O,S02AA12,Rifamycin
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,C01EA01,Alprostadil
CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,G01AF11,Ketoconazole
CN(C)C(=N)NC(N)=N,A10BD14,Metformin
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FA05,Estradiol
CCOC1=C(OCCN[C@H](C)CC2=CC(=C(OC)C=C2)S(N)(=O)=O)C=CC=C1,G04CA53,Tamsulosin
CNC[C@H](O)C1=CC(O)=CC=C1,C01CA06,Phenylephrine
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O,J01XX04,Spectinomycin
C\C=C(\C)C(=O)O[C@H]1C(C)=C[C@@]23[C@H](C)C[C@@H]4[C@H]([C@H](C=C(CO)[C@@H](O)[C@]12O)C3=O)C4(C)C,D06BX02,Ingenol mebutate
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FB01,Estradiol
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,A03BA03,Hyoscyamine
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,G03EA02,Testosterone
COC1=CC=C2[C@H](OC(=O)C2=C1OC)[C@@H]1N(C)CCC2=C1C(OC)=C1OCOC1=C2,R05DA07,Noscapine
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03HB01,Estradiol
CN1C2=C(N=CN2)C(=O)N(C)C1=O,R03DA04,Theophylline
ClC1=CC2=C(OC(=O)N2)C=C1,M03BB53,Chlorzoxazone
CC1=[N+](CCCCCCCCCC[N+]2=C(C)C=C(N)C3=CC=CC=C23)C2=CC=CC=C2C(N)=C1,D08AH01,Dequalinium
CCN1C=C(C(O)=O)C(=O)C2=CC=C(C)N=C12,J01MB02,Nalidixic acid
NC1=CC=C(C=C1)S(N)(=O)=O,G01AE10,Sulfanilamide
CN(C)C(=N)NC(N)=N,A10BD05,Metformin
CC(N)C(O)C1=CC=CC=C1,R01BA51,Phenylpropanolamine
CCOC1=CC=C2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5OC1=C2[C@]45CCN3C,R05DA01,Ethylmorphine
CC[C@H]1CN2CCC3=CC(OC)=C(OC)C=C3[C@@H]2C[C@@H]1C[C@H]1NCCC2=CC(OC)=C(OC)C=C12,P01AX52,Emetine
OCC1=CN=CC=C1,C04AC02,Nicotinyl alcohol
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,B05BC01,Mannitol
N[C@@H](CC1=CNC2=CC=C(O)C=C12)C(O)=O,N06AX01,Oxitriptan
CC1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,S02AA16,Ofloxacin
CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,A10BD06,Glimepiride
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,J01AA20,Oxytetracycline
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,M01AE51,Ibuprofen
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,C01AA05,Digoxin
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(O)=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,P01BF02,Artesunate
CC(N)CCCC(C)(C)O,C01DX08,Heptaminol
OC1=CC=CC2=C1N=CC=C2,G01AC30,Oxyquinoline
OC1=CC(O)=CC=C1,S01AX06,Resorcinol
O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O,C01DA14,Isosorbide mononitrate
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,A07AA04,Streptomycin
NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,J05AF05,Lamivudine
OC(=O)C1=CC=CC=C1O,D01AE12,Salicylic acid
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,A08AB01,Orlistat
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,G03FA17,Estradiol
COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,D01BA01,Griseofulvin
CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,A02BA07,Ranitidine
CC1=[N+](CCCCCCCCCC[N+]2=C(C)C=C(N)C3=CC=CC=C23)C2=CC=CC=C2C(N)=C1,G01AC05,Dequalinium
CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,A07DA03,Loperamide
ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,B05CA02,Chlorhexidine
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,D07BB03,Triamcinolone
COC1=CC=C2N=CC=C([C@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1,C01BA01,Quinidine
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,G02AD01,Dinoprost
OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,M05BB04,Risedronic acid
C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@H]3O[C@@H]3\C=C\C(=O)O[C@H](C)C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,A07AA03,Natamycin
CC1=NC=C(N1CCO)[N+]([O-])=O,A02BD08,Metronidazole
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,A10BH51,Simvastatin
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,S03AA02,Tetracycline
CS(C)=O,M02AX03,Dimethyl sulfoxide
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,C07BB52,Metoprolol
NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,J05AR05,Lamivudine
C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@H]3O[C@@H]3\C=C\C(=O)O[C@H](C)C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,A01AB10,Natamycin
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,C09BB10,Verapamil
OC(=O)CCCCCCCC(O)=O,D10AX03,Azelaic acid
NC1=CC=C(C=C1)S(N)(=O)=O,J01EB06,Sulfanilamide
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,D08AE04,Triclosan
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,G03XX01,Prasterone
NNC(=O)C1=CC=NC=C1,J04AM03,Isoniazid
CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,R06AB51,Brompheniramine
ClC1=CC2=C(OC(=O)N2)C=C1,M03BB03,Chlorzoxazone
CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,M01AH01,Celecoxib
CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,R01BA02,Pseudoephedrine
CNC[C@H](O)C1=CC(O)=CC=C1,R01AA04,Phenylephrine
CN(C)C(=N)NC(N)=N,A10BD25,Metformin
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C(Cl)=CC=C1O)[C@@]3(C)O,A01AB21,Chlortetracycline
